,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Paamiut,GL,61.994,-49.6678,15.94,92,100,11.88,light snow
347,Francisco Morato,BR,-23.2817,-46.7453,78.87,68,98,3.29,overcast clouds
348,Mogocha,RU,53.7333,119.7667,-6.2,99,100,1.81,overcast clouds
349,Mackay,AU,-21.15,149.2,88.68,84,40,18.41,scattered clouds
350,Plettenberg Bay,ZA,-34.0527,23.3716,65.59,78,0,5.7,clear sky
351,Grenville,GD,12.1167,-61.6167,82.45,80,52,14.05,broken clouds
352,Salalah,OM,17.0151,54.0924,75.29,64,0,3.44,clear sky
353,Boa Vista,BR,2.8197,-60.6733,87.78,51,40,9.22,scattered clouds
354,Suruc,TR,36.9761,38.425,52.0,97,100,16.53,overcast clouds
355,Dahuk,IQ,36.8695,42.994,50.41,85,100,7.2,overcast clouds
356,Skjervoy,NO,70.0311,20.9714,33.55,76,100,33.2,light snow
357,Skibbereen,IE,51.55,-9.2667,49.1,90,100,10.31,overcast clouds
358,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.08,95,99,1.7,overcast clouds
359,Mount Gambier,AU,-37.8333,140.7667,71.51,68,20,4.61,few clouds
360,Sangar,RU,63.9242,127.4739,-23.26,99,82,2.75,broken clouds
361,Rio Gallegos,AR,-51.6226,-69.2181,51.85,87,100,13.8,light rain
362,Turhal,TR,40.3875,36.0811,37.38,98,100,3.62,overcast clouds
363,Oum Hadjer,TD,13.2954,19.6966,82.62,8,99,10.45,overcast clouds
364,Mustasaari,FI,63.1142,21.6822,36.34,75,0,6.91,clear sky
365,Kruisfontein,ZA,-34.0033,24.7314,62.89,76,0,3.78,clear sky
366,Mango,US,27.9797,-82.3065,80.94,39,0,8.05,clear sky
367,Berlevag,NO,70.8578,29.0864,35.6,93,75,28.77,moderate rain
368,High Level,CA,58.5169,-117.136,8.71,66,100,10.36,light snow
369,Zhuzhou,CN,27.8333,113.15,51.93,89,76,2.44,broken clouds
370,Horsham,GB,51.064,-0.3272,46.44,85,100,4.61,overcast clouds
371,Palmer,US,42.1584,-72.3287,42.31,47,20,6.91,few clouds
372,Farafangana,MG,-22.8167,47.8333,76.08,91,92,7.83,moderate rain
373,Saryg-Sep,RU,51.5,95.6,-7.62,100,98,2.55,overcast clouds
374,Fengzhen,CN,40.4394,113.1536,24.39,35,2,5.41,clear sky
375,Port Macquarie,AU,-31.4333,152.9167,71.56,81,69,9.48,broken clouds
376,Tabas,IR,33.5959,56.9244,61.03,27,55,2.37,broken clouds
377,Aklavik,CA,68.2191,-135.0107,5.83,60,0,12.66,clear sky
378,Shimoda,JP,34.6667,138.95,45.1,72,40,2.73,scattered clouds
379,Bosaso,SO,11.2842,49.1816,74.86,71,4,3.58,clear sky
380,Kotka,FI,60.4664,26.9458,27.97,98,40,6.82,scattered clouds
381,Harper,LR,4.375,-7.7169,80.49,83,95,8.21,overcast clouds
382,Antequera,ES,37.0194,-4.5612,56.7,71,68,4.36,broken clouds
383,Srednekolymsk,RU,67.45,153.6833,-9.26,97,100,6.35,overcast clouds
384,Urengoy,RU,65.9667,78.3667,-8.19,98,100,3.98,overcast clouds
385,Sinjar,IQ,36.3209,41.8754,53.28,79,100,15.12,overcast clouds
386,Aneho,TG,6.2333,1.6,84.4,81,86,14.16,overcast clouds
387,Port Maria,JM,18.3685,-76.8895,84.16,79,32,5.37,scattered clouds
388,Brasilia De Minas,BR,-16.2064,-44.4333,70.68,70,81,4.63,light rain
389,Raudeberg,NO,61.9875,5.1352,38.62,92,42,10.36,scattered clouds
390,Inirida,CO,3.8653,-67.9239,78.28,90,98,2.89,moderate rain
391,Wysokie Mazowieckie,PL,52.9166,22.5171,30.0,69,76,5.79,broken clouds
392,Groton,US,41.3501,-72.0784,44.89,55,0,10.36,clear sky
393,Hofn,IS,64.2539,-15.2082,44.06,92,100,26.84,moderate rain
394,Neuquen,AR,-38.9516,-68.0591,84.09,37,0,4.61,clear sky
395,Naze,JP,28.3667,129.4833,50.92,69,3,8.61,clear sky
396,Vila Franca Do Campo,PT,37.7167,-25.4333,58.19,71,85,10.02,overcast clouds
397,Kutum,SD,14.2,24.6667,73.63,13,97,8.21,overcast clouds
398,North Myrtle Beach,US,33.816,-78.68,75.49,59,0,12.66,clear sky
399,San Ramon,US,37.7799,-121.978,75.2,41,0,8.05,clear sky
400,Muros,ES,42.7762,-9.0603,55.24,91,100,18.81,overcast clouds
401,Cantapoy,PH,9.4906,125.4364,76.53,87,20,3.8,few clouds
402,Balkanabat,TM,39.5108,54.3671,57.43,45,39,4.27,scattered clouds
403,Sechura,PE,-5.5569,-80.8222,78.46,61,69,14.5,broken clouds
404,Sovetskiy,RU,61.3614,63.5842,29.16,89,96,11.03,overcast clouds
405,Derzhavinsk,KZ,51.1,66.3167,1.58,97,69,4.92,broken clouds
406,Gondanglegi,ID,-7.7479,112.0132,73.67,91,92,0.81,overcast clouds
407,Alice Springs,AU,-23.7,133.8833,78.35,41,1,6.91,clear sky
408,Pendleton,US,45.6721,-118.7886,54.95,87,100,8.05,overcast clouds
409,Chenzhou,CN,25.8,113.0333,57.87,91,78,1.81,broken clouds
410,Namibe,AO,-15.1961,12.1522,74.19,82,98,6.38,overcast clouds
411,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,75,100,10.36,overcast clouds
412,Pine Bluff,US,34.2284,-92.0032,78.91,18,0,9.22,clear sky
413,Shagonar,RU,51.5333,92.8,-0.96,90,56,0.43,broken clouds
414,Komsomolskiy,UZ,40.4272,71.7189,42.22,65,5,9.22,clear sky
415,Morant Bay,JM,17.8815,-76.4093,83.82,71,25,9.6,scattered clouds
416,Shingu,JP,33.7333,135.9833,45.91,77,0,7.07,clear sky
417,Carutapera,BR,-1.195,-46.02,77.67,86,97,7.29,overcast clouds
418,Mayumba,GA,-3.432,10.6554,79.45,86,66,1.54,broken clouds
419,Katav-Ivanovsk,RU,54.7531,58.1956,19.72,98,35,3.94,scattered clouds
420,Abapo,BO,-18.8333,-63.4667,74.93,79,100,2.62,overcast clouds
421,Asau,RO,46.4333,26.4,31.95,88,95,4.36,overcast clouds
422,Bambous Virieux,MU,-20.3428,57.7575,79.05,94,75,11.5,light rain
423,Gushikawa,JP,26.3544,127.8686,60.03,93,20,4.61,few clouds
424,Marshall,US,34.3834,-86.3333,76.82,21,0,5.75,clear sky
425,Bac Lieu,VN,9.285,105.7244,79.27,79,100,14.63,overcast clouds
426,Byron Bay,AU,-28.65,153.6167,69.91,85,84,2.71,moderate rain
427,Port Hardy,CA,50.6996,-127.4199,48.38,81,75,11.5,broken clouds
428,Benghazi,LY,32.1167,20.0667,55.29,53,7,21.25,clear sky
429,Brae,GB,60.3964,-1.353,42.71,78,14,22.26,few clouds
430,Payson,US,40.0444,-111.7321,64.29,34,13,1.99,few clouds
431,Makubetsu,JP,45.3714,141.8211,27.3,93,100,11.95,light snow
432,Ilula,TZ,-7.6766,36.0366,62.62,95,55,3.24,light rain
433,Itoman,JP,26.1247,127.6694,60.82,79,75,6.91,broken clouds
434,Henties Bay,NA,-22.116,14.2845,62.85,87,20,6.89,few clouds
435,Mar Del Plata,AR,-38.0023,-57.5575,64.42,65,0,8.99,clear sky
436,Baykit,RU,61.67,96.37,7.36,91,100,10.18,overcast clouds
437,Vallenar,CL,-28.5708,-70.7581,80.04,35,0,7.65,clear sky
438,Upernavik,GL,72.7868,-56.1549,-6.79,87,77,5.79,broken clouds
439,Uribia,CO,11.7139,-72.266,89.2,43,96,19.77,overcast clouds
440,Iralaya,HN,15.0,-83.2333,84.29,62,3,12.19,clear sky
441,Boyolangu,ID,-8.1181,111.8935,74.21,91,93,3.42,overcast clouds
442,Camocim,BR,-2.9022,-40.8411,78.96,84,84,12.5,broken clouds
443,Ribeira Grande,PT,38.5167,-28.7,58.55,60,74,12.01,broken clouds
444,Manzanillo,CU,20.3433,-77.1167,84.88,47,18,8.23,few clouds
445,El Tigre,VE,8.8875,-64.2454,85.41,51,84,10.31,broken clouds
446,Parambu,BR,-6.2111,-40.6944,76.91,52,19,3.44,few clouds
447,Nome,US,64.5011,-165.4064,17.67,79,100,11.5,overcast clouds
448,Mitsamiouli,KM,-11.3847,43.2844,81.9,73,86,10.25,overcast clouds
449,Khromtau,KZ,50.2503,58.4347,12.74,100,100,4.65,overcast clouds
450,Maltahohe,NA,-24.8333,16.9833,68.4,28,7,13.06,clear sky
451,Lokosovo,RU,61.1333,74.8167,19.44,94,100,11.45,light snow
452,Cooma,AU,-36.2333,149.1333,60.57,100,75,5.75,broken clouds
453,Ustye,RU,59.6304,39.736,15.82,98,94,2.64,overcast clouds
454,Freetown,SL,8.484,-13.2299,76.51,78,41,6.87,scattered clouds
455,Syasstroy,RU,60.1367,32.5691,31.66,80,100,7.14,overcast clouds
456,Uray,RU,60.1247,64.7758,23.97,92,95,10.42,overcast clouds
457,Belmonte,BR,-15.8631,-38.8828,81.1,81,100,7.16,overcast clouds
458,Namatanai,PG,-3.6667,152.4333,80.6,78,100,3.29,overcast clouds
459,Tagusao,PH,9.1924,117.8141,77.95,77,34,3.83,scattered clouds
460,Vung Tau,VN,10.346,107.0843,79.25,78,99,16.33,overcast clouds
461,Murdochville,CA,48.9583,-65.5006,13.08,84,92,6.22,overcast clouds
462,Bowen,AU,-20.0167,148.2333,86.22,87,32,13.6,scattered clouds
463,Las Palmas,ES,28.4204,-14.0131,61.59,72,20,14.97,few clouds
464,Luanda,AO,-8.8368,13.2343,80.11,85,59,8.19,broken clouds
465,Fare,PF,-16.7,-151.0167,81.91,72,59,16.75,broken clouds
466,Tigre,AR,-34.426,-58.5796,83.21,46,0,10.36,clear sky
467,Sambava,MG,-14.2667,50.1667,76.64,89,100,3.27,light rain
468,Taltal,CL,-25.4,-70.4833,68.02,76,24,2.89,few clouds
469,Pese,PA,7.9,-80.6167,83.8,51,82,15.3,broken clouds
470,Fergus Falls,US,46.283,-96.0776,27.27,55,0,17.27,clear sky
471,Hays,US,30.0502,-98.0336,73.45,31,80,1.01,broken clouds
472,Bonthe,SL,7.5264,-12.505,78.03,77,92,7.61,overcast clouds
473,Pangody,RU,65.85,74.4859,4.44,94,100,5.84,overcast clouds
474,Vidim,RU,56.4088,103.1106,14.5,94,100,8.32,light snow
475,Naliya,IN,23.2667,68.8333,71.76,64,0,9.64,clear sky
476,Flinders,AU,-34.5833,150.8552,71.2,95,98,5.99,light rain
477,Chernitsyno,RU,51.5074,36.051,31.48,93,100,6.02,light snow
478,Poplar Bluff,US,36.757,-90.3929,74.79,27,0,11.99,clear sky
479,Stary Sacz,PL,49.5636,20.635,33.48,76,100,3.02,overcast clouds
480,Muyezerskiy,RU,63.9333,31.65,29.86,95,97,8.88,overcast clouds
481,Chau Doc,VN,10.7,105.1167,77.05,80,94,2.21,overcast clouds
482,North Bend,US,43.4065,-124.2243,52.92,96,100,11.5,mist
483,Bushehr,IR,28.9684,50.8385,64.49,59,0,4.61,clear sky
484,Lapua,FI,62.9693,23.0088,36.46,89,91,6.33,overcast clouds
485,Gurupi,BR,-11.7292,-49.0686,77.2,80,81,4.74,light rain
486,Labuhan,ID,-6.8844,112.2051,77.29,89,93,9.44,moderate rain
487,Ekibastuz,KZ,51.6667,75.3667,8.92,94,13,8.37,few clouds
488,Broome,US,42.2506,-75.833,43.21,51,75,5.75,broken clouds
489,Kichera,RU,55.9375,110.0997,11.32,96,100,1.79,light snow
490,Shieli,KZ,44.1667,66.75,43.97,72,6,6.22,clear sky
491,Bengkulu,ID,-3.8004,102.2655,75.16,89,79,3.6,broken clouds
492,Hit,IQ,33.6416,42.8251,65.95,39,93,9.51,overcast clouds
493,Sal Rei,CV,16.1833,-22.9167,70.36,83,2,23.6,clear sky
494,Enugu,NG,6.4402,7.4943,87.19,58,40,11.5,scattered clouds
495,Shalinskoye,RU,55.7228,93.7594,8.29,87,100,14.5,overcast clouds
496,Kotaparh,IN,19.15,82.35,65.55,53,5,3.02,clear sky
497,Chenghai,CN,23.4632,116.768,62.51,88,100,2.24,mist
498,Hauterive,FR,46.0901,3.4459,48.96,85,100,1.25,overcast clouds
499,Ostrovnoy,RU,68.0531,39.5131,26.62,94,100,5.79,overcast clouds
500,Sikasso,ML,10.9167,-7.0,88.34,21,100,5.21,overcast clouds
501,Grants,US,35.1473,-107.8514,66.43,7,0,5.75,clear sky
502,Barra Do Corda,BR,-5.5,-45.25,75.51,95,100,2.42,overcast clouds
503,Ucluelet,CA,48.9329,-125.5528,51.1,95,100,1.01,overcast clouds
504,Sarangani,PH,5.4033,125.4636,81.59,78,60,18.79,broken clouds
505,Lorengau,PG,-2.0226,147.2712,81.19,76,100,1.7,overcast clouds
506,Filimonovo,RU,56.2011,95.4611,6.37,88,97,12.01,overcast clouds
507,Thoen,TH,17.6129,99.2161,75.72,50,54,1.41,broken clouds
508,Stokmarknes,NO,68.5646,14.9108,36.5,65,100,11.05,overcast clouds
509,Kailua,US,21.4022,-157.7394,82.38,70,0,1.99,clear sky
510,Palu,ID,-0.8917,119.8707,74.89,95,100,2.35,overcast clouds
511,Touros,BR,-5.1989,-35.4608,81.5,75,76,9.55,broken clouds
512,Teahupoo,PF,-17.8333,-149.2667,78.76,73,33,17.11,scattered clouds
513,Zhenlai,CN,45.8495,123.2973,7.23,84,2,5.61,clear sky
514,Eyl,SO,7.9803,49.8164,73.69,76,4,14.27,clear sky
515,Sabha,LY,27.0377,14.4283,54.99,29,100,13.15,overcast clouds
516,Fairbanks,US,64.8378,-147.7164,27.23,84,40,3.44,scattered clouds
517,Hami,CN,42.8,93.45,34.11,38,50,1.86,scattered clouds
518,Faanui,PF,-16.4833,-151.75,82.08,70,17,17.2,few clouds
519,Wanning,CN,18.8003,110.3967,66.87,90,99,3.58,overcast clouds
520,Birao,CF,10.2849,22.7882,81.0,18,51,6.33,broken clouds
521,Monrovia,LR,6.3005,-10.7969,78.91,85,86,7.61,light rain
522,Huanan,CN,46.2167,130.5167,-0.27,97,54,3.51,broken clouds
523,Mapiripan,CO,2.8892,-72.1256,78.15,86,99,4.09,moderate rain
524,Berbera,SO,10.4396,45.0143,75.74,76,2,6.29,clear sky
525,Bridlington,GB,54.0831,-0.1919,43.02,90,100,8.01,overcast clouds
526,Saint-Augustin,CA,51.226,-58.6502,16.84,95,100,14.27,snow
527,Pundaguitan,PH,6.3711,126.1689,80.56,79,37,13.82,scattered clouds
528,Mendi,PG,-6.1761,143.6513,59.4,90,99,1.16,overcast clouds
529,Manokwari,ID,-0.8667,134.0833,77.88,81,100,1.92,overcast clouds
530,Novobirilyussy,RU,56.9514,90.6661,9.45,90,100,10.6,overcast clouds
531,Azuaga,ES,38.2667,-5.6833,51.46,67,99,5.59,overcast clouds
532,Kayerkan,RU,69.3497,87.7602,-15.07,98,100,2.8,overcast clouds
533,Itarema,BR,-2.9248,-39.9167,79.59,78,82,12.62,broken clouds
534,Richmond Hill,CA,43.8711,-79.4372,37.47,66,100,8.3,overcast clouds
535,Katangli,RU,51.7102,143.2326,-7.96,99,93,6.46,overcast clouds
536,Trogir,HR,43.5125,16.2517,41.79,33,0,6.91,clear sky
537,Pangnirtung,CA,66.1451,-65.7125,-9.4,77,100,5.75,overcast clouds
538,Jieshi,CN,22.8134,115.8257,62.29,84,85,16.02,overcast clouds
539,Borkenes,NO,68.774,16.1739,33.4,99,100,18.01,light snow
540,Kahului,US,20.8947,-156.47,85.26,60,20,11.5,few clouds
541,Atambua,ID,-9.1061,124.8925,74.05,86,15,1.52,few clouds
542,Manta,EC,-0.95,-80.7333,82.18,78,40,4.61,scattered clouds
543,Mettur,IN,11.8,77.8,69.58,52,97,3.15,overcast clouds
544,Pachperwa,IN,27.5167,82.65,58.37,52,0,5.37,clear sky
545,Iguape,BR,-24.7081,-47.5553,79.65,86,77,5.68,broken clouds
546,Isiro,CD,2.7739,27.616,63.7,98,94,2.98,light rain
547,Talaya,RU,61.3833,152.75,-8.05,97,100,5.75,overcast clouds
548,Pascagoula,US,30.3658,-88.5561,75.72,29,0,8.05,clear sky
549,Maine-Soroa,NE,13.2114,12.0241,76.75,6,49,7.05,scattered clouds
550,Rock Sound,BS,24.9,-76.2,74.14,62,2,8.95,clear sky
551,Sciacca,IT,37.5082,13.0881,45.03,77,3,6.58,clear sky
552,Portel,BR,-1.9356,-50.8211,77.23,85,67,3.53,broken clouds
553,Caucaia,BR,-3.7361,-38.6531,82.35,76,20,6.91,few clouds
554,Alexandria,EG,31.2156,29.9553,58.96,72,40,21.85,scattered clouds
555,Cabra,ES,37.4725,-4.4421,53.65,70,66,1.77,broken clouds
556,Fallon,US,39.4735,-118.7774,69.67,11,75,8.05,broken clouds
557,Helena,US,46.5927,-112.0361,49.98,85,100,5.01,overcast clouds
558,Chopda,IN,21.25,75.3,76.23,29,8,2.53,clear sky
559,Gravdal,NO,68.1214,13.5031,33.69,75,75,11.5,broken clouds
560,Bilibino,RU,68.0546,166.4372,-9.27,99,72,3.29,broken clouds
561,Jining,CN,35.405,116.5814,39.38,48,0,3.78,clear sky
562,Divnomorskoye,RU,44.5011,38.1353,45.27,86,100,0.38,overcast clouds
563,Tres Lagoas,BR,-20.7511,-51.6783,71.38,93,97,6.58,overcast clouds
564,Hermosillo,MX,29.0667,-110.9667,92.25,9,40,8.05,scattered clouds
565,Sitka,US,57.0531,-135.33,42.69,75,100,13.8,overcast clouds
566,Maiduguri,NG,11.8464,13.1603,78.15,6,100,9.06,overcast clouds
567,Itaqui,BR,-29.1253,-56.5531,85.84,46,5,9.28,clear sky
568,Hedaru,TZ,-4.5,37.9,71.76,78,65,2.86,broken clouds
569,Puerto Narino,CO,-3.7703,-70.3831,80.55,98,100,0.81,light rain
570,Fayaoue,NC,-20.65,166.5333,82.0,78,51,10.8,broken clouds
571,Jumla,NP,29.2747,82.1838,35.35,76,9,4.43,clear sky
572,Sibu,MY,2.3,111.8167,75.51,94,40,3.44,scattered clouds
573,Frutigen,CH,46.5878,7.6475,39.99,68,97,3.24,overcast clouds
574,Abatskoye,RU,56.2875,70.4555,18.28,88,17,15.7,few clouds
575,Kortkeros,RU,61.8106,51.5806,26.6,96,98,5.46,overcast clouds
576,Quilmana,PE,-12.95,-76.3833,74.61,77,76,6.4,broken clouds
577,Cockburn Town,TC,21.4612,-71.1419,78.55,74,5,11.41,clear sky
578,Oussouye,SN,12.485,-16.5469,75.38,62,100,12.15,overcast clouds
579,Podeni,RO,44.8814,22.5433,29.68,87,56,5.39,broken clouds
580,Ambilobe,MG,-13.2,49.05,74.84,95,100,3.53,light rain
581,Pouebo,NC,-20.4,164.5667,81.77,75,100,4.14,overcast clouds
582,Aykhal,RU,66.0,111.5,-3.59,100,100,5.3,overcast clouds
583,Balezino,RU,57.9796,53.0106,18.07,100,85,5.3,overcast clouds
584,Gorele,TR,41.0308,39.0031,45.84,95,100,3.69,overcast clouds
585,Kipushi,CD,-11.7667,27.2333,61.75,95,100,4.34,overcast clouds
586,Chara,RU,56.9064,118.2631,-4.13,74,100,2.26,overcast clouds
587,Namtsy,RU,62.7161,129.6658,-27.29,100,100,0.83,overcast clouds
588,Saint-Louis,SN,16.3333,-15.0,82.04,13,56,9.71,broken clouds
589,Hobyo,SO,5.3505,48.5268,78.6,73,39,19.91,scattered clouds
590,Kieta,PG,-6.2167,155.6333,77.97,83,100,4.47,light rain
591,Hirado,JP,33.3597,129.5531,38.55,58,0,15.55,clear sky
592,Havelock,US,34.8791,-76.9013,73.63,51,0,12.66,clear sky
593,Sicamous,CA,50.8331,-118.9856,44.19,100,100,1.86,overcast clouds
594,Santiago Del Estero,AR,-27.7951,-64.2615,87.78,52,4,4.97,clear sky
595,Mwene-Ditu,CD,-7.0,23.45,63.16,95,73,1.36,broken clouds
596,Saint Anthony,US,45.0205,-93.218,34.14,56,40,13.8,scattered clouds
597,Galesong,ID,-5.3166,119.3661,73.42,84,78,5.99,broken clouds
598,Marawi,PH,7.9986,124.2928,65.64,94,10,1.79,clear sky
599,Staryy Nadym,RU,65.6118,72.6842,9.79,96,100,7.18,light snow
600,College,US,64.8569,-147.8028,27.21,85,40,3.44,scattered clouds
601,Buala,SB,-8.145,159.5921,81.37,79,95,0.98,light rain
602,Duncan,US,34.5023,-97.9578,77.22,15,0,6.91,clear sky
603,Kiama,AU,-34.6833,150.8667,70.57,96,95,1.01,light rain
604,Havoysund,NO,70.9963,24.6622,32.88,84,100,37.4,light snow
605,Faya,SA,18.3851,42.4509,57.72,61,7,3.65,clear sky
606,Maceio,BR,-9.6658,-35.7353,80.04,83,40,6.91,scattered clouds
607,Axim,GH,4.8699,-2.2405,78.85,83,48,7.83,moderate rain
608,Tongliao,CN,43.6125,122.2653,4.03,88,9,4.27,clear sky
609,Ayorou,NE,14.7308,0.9174,85.08,16,31,8.93,scattered clouds
610,Pasco,US,28.292,-82.4165,79.21,44,0,5.01,clear sky
611,Salcedo,PH,12.8105,121.4674,75.69,88,35,9.28,scattered clouds
612,Saint-Francois,FR,46.4154,3.9054,45.68,80,100,3.44,overcast clouds
613,Forio,IT,40.7342,13.8646,47.93,70,21,1.99,few clouds
614,Bom Jesus,BR,-9.0744,-44.3586,77.02,74,100,2.33,overcast clouds
615,Changqing,CN,36.5575,116.7272,41.58,24,0,5.68,clear sky
616,Pauini,BR,-7.7136,-66.9764,82.31,78,100,3.24,overcast clouds
617,Alta Floresta,BR,-9.8756,-56.0861,74.8,92,97,1.03,overcast clouds
618,Abilene,US,32.4487,-99.7331,76.5,17,0,9.22,clear sky
619,Abhar,IR,36.1468,49.218,45.23,74,82,4.85,broken clouds
620,Progreso,MX,21.2833,-89.6667,82.51,58,33,10.42,scattered clouds
621,Gateshead,GB,54.9333,-1.6667,43.2,92,100,12.55,overcast clouds
622,Saint-Georges,GD,12.0564,-61.7485,82.08,74,20,17.27,few clouds
623,Jalu,LY,29.0331,21.5482,53.64,51,59,13.51,broken clouds
624,Tilichiki,RU,60.4667,166.1,15.53,78,84,9.75,broken clouds
625,Grosuplje,SI,45.9556,14.6589,35.89,67,86,0.92,overcast clouds
626,Lvov,UA,49.8383,24.0232,29.03,98,94,4.63,overcast clouds
627,Vilyuysk,RU,63.7553,121.6247,-16.78,100,100,4.81,overcast clouds
628,Zhaotong,CN,27.3167,103.7167,37.74,90,40,4.34,scattered clouds
629,Dossor,KZ,47.5272,52.9811,42.3,76,82,10.65,broken clouds
630,Nouadhibou,MR,20.931,-17.0347,67.98,73,0,24.16,clear sky
631,Moranbah,AU,-22.0016,148.0466,84.56,64,3,14.09,light rain
632,Char Bhadrasan,BD,23.3167,90.2167,73.45,41,0,4.5,clear sky
633,Santa Cruz De Tenerife,ES,28.4682,-16.2546,66.02,87,40,14.97,scattered clouds
634,Haines Junction,CA,60.7522,-137.5108,28.35,50,100,2.3,overcast clouds
635,Tete,MZ,-16.1564,33.5867,75.29,88,0,0.0,clear sky
636,Gamba,GA,-2.65,10.0,79.09,88,89,4.5,moderate rain
637,Toppenish,US,46.3774,-120.3087,59.02,66,100,5.01,overcast clouds
638,Jaggayyapeta,IN,16.9,80.1,68.95,72,76,4.94,broken clouds
639,Agadez,NE,19.75,10.25,74.68,10,6,5.91,clear sky
640,Soyo,AO,-6.1349,12.3689,80.49,84,30,7.0,scattered clouds
641,Imbituba,BR,-28.24,-48.6703,77.83,95,100,5.21,overcast clouds
642,Karambakkudi,IN,10.4667,79.1333,73.8,81,100,8.23,overcast clouds
643,Costinesti,RO,43.95,28.6333,35.02,94,75,18.63,broken clouds
644,Macon,US,39.8667,-88.9668,70.88,49,75,9.22,broken clouds
645,Comodoro Rivadavia,AR,-45.8667,-67.5,82.26,26,75,28.77,broken clouds
646,Cody,US,44.5263,-109.0565,64.62,26,20,17.0,few clouds
647,Dalbeattie,GB,54.9328,-3.8227,45.84,93,100,6.91,light rain
648,Olafsvik,IS,64.8945,-23.7142,39.02,72,100,24.09,overcast clouds
649,Brigantine,US,39.4101,-74.3646,56.05,49,0,9.22,clear sky
650,Kharitonovo,RU,61.4009,47.4978,25.02,95,100,3.44,overcast clouds
651,Juliaca,PE,-15.5,-70.1333,58.98,44,40,9.22,scattered clouds
652,Linxia,CN,35.6003,103.2064,32.5,51,100,1.5,overcast clouds
653,Amet,IN,25.3,73.9333,64.87,26,2,6.04,clear sky
654,Lososina,RU,48.9975,140.3106,4.12,97,97,3.56,overcast clouds
655,San Jose,US,37.3394,-121.895,78.57,40,75,10.36,broken clouds
656,Mnogovershinnyy,RU,53.9353,139.9242,-10.26,97,50,3.42,scattered clouds
657,Requena,ES,39.4883,-1.1004,48.7,62,17,6.26,few clouds
658,Helong,CN,42.5397,128.9972,16.57,73,4,5.12,clear sky
659,Padang,ID,-0.9492,100.3543,75.25,85,91,4.52,overcast clouds
660,Kurilsk,RU,45.2333,147.8833,22.62,65,39,10.92,scattered clouds
661,Tonekabon,IR,36.8163,50.8738,53.55,64,82,4.99,broken clouds
662,Methoni,GR,36.8197,21.7049,45.21,66,99,11.45,overcast clouds
663,Calama,CL,-22.4667,-68.9333,72.09,40,40,23.02,scattered clouds
664,Baruun-Urt,MN,46.6806,113.2792,9.3,83,4,8.52,clear sky
665,Gat,IL,31.61,34.7642,63.81,32,100,9.95,overcast clouds
666,Maningrida,AU,-12.0667,134.2667,78.15,90,94,7.31,overcast clouds
667,Dublin,US,37.7021,-121.9358,75.61,38,0,8.05,clear sky
668,Kabanjahe,ID,3.1001,98.4908,61.56,98,100,1.57,overcast clouds
669,Tulagi,SB,-9.0996,160.1476,80.44,77,92,2.46,moderate rain
670,Morehead,US,37.2711,-87.1764,74.95,25,0,0.0,clear sky
671,Gorom-Gorom,BF,14.4439,-0.2361,86.77,21,46,10.83,scattered clouds
672,Inhambane,MZ,-23.865,35.3833,72.81,73,0,8.41,clear sky
673,Barra,BR,-11.0894,-43.1417,79.59,65,100,7.25,overcast clouds
674,Cap-Aux-Meules,CA,47.3821,-61.8597,23.05,93,100,28.77,overcast clouds
675,Omboue,GA,-1.5746,9.2618,79.72,87,100,4.97,light rain
676,Udachnyy,RU,66.4167,112.4,-1.55,84,100,3.4,overcast clouds
677,Tura,IN,25.5198,90.2201,61.92,41,0,2.91,clear sky
678,Mattru,SL,7.6244,-11.8332,77.04,72,77,3.98,broken clouds
679,Phalombe,MW,-15.8064,35.6507,64.51,96,53,2.26,broken clouds
680,Banjar,ID,-8.19,114.9675,78.66,92,95,3.42,overcast clouds
