City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,Carutapera,-1.195,-46.02,82.02,86,85,8.93,BR,2022-02-25 15:39:02
292,Voh,-20.9667,164.7,76.01,93,100,2.93,NC,2022-02-25 15:39:02
293,Mongu,-15.2484,23.1274,82.26,49,24,5.1,ZM,2022-02-25 15:39:03
294,Taseyevo,57.2169,94.8978,28.96,87,100,13.73,RU,2022-02-25 15:39:03
295,Bengkulu,-3.8004,102.2655,77.27,82,100,2.75,ID,2022-02-25 15:39:04
296,College,64.8569,-147.8028,10.35,84,20,0.0,US,2022-02-25 15:39:04
297,Leh,34.1667,77.5833,7.41,73,92,3.51,IN,2022-02-25 15:39:05
298,Tezu,27.9167,96.1667,57.79,91,75,4.81,IN,2022-02-25 15:39:05
299,Qui Nhon,13.7667,109.2333,70.03,85,100,15.01,VN,2022-02-25 15:39:05
300,Vinh Long,10.25,105.9667,80.58,75,99,5.44,VN,2022-02-25 15:39:06
301,Cayenne,4.9333,-52.3333,79.09,90,75,5.75,GF,2022-02-25 15:39:06
302,Alto Araguaia,-17.3147,-53.2153,83.66,62,45,7.56,BR,2022-02-25 15:39:07
303,Lieto,60.5103,22.4618,34.07,94,75,10.36,FI,2022-02-25 15:39:07
304,Trairi,-3.2778,-39.2689,86.72,63,100,12.88,BR,2022-02-25 15:39:08
305,Nuuk,64.1835,-51.7216,2.01,78,100,8.05,GL,2022-02-25 15:39:08
306,Marfil,21.0,-101.2833,63.28,59,0,6.46,MX,2022-02-25 15:39:09
307,Kissamos,35.4939,23.6569,56.91,57,2,4.94,GR,2022-02-25 15:39:09
308,Yulara,-25.2406,130.9889,78.64,34,0,8.05,AU,2022-02-25 15:39:09
309,Laredo,27.5064,-99.5075,44.6,96,100,10.36,US,2022-02-25 15:39:10
310,Itarema,-2.9248,-39.9167,86.52,61,94,15.01,BR,2022-02-25 15:39:00
311,Manado,1.487,124.8455,75.97,100,40,1.14,ID,2022-02-25 15:39:10
312,Jacareacanga,-6.2222,-57.7528,83.1,73,96,3.13,BR,2022-02-25 15:39:11
313,Inverell,-29.7833,151.1167,71.67,88,100,7.0,AU,2022-02-25 15:39:11
314,Labuhan,-6.8844,112.2051,76.75,90,99,10.2,ID,2022-02-25 15:39:12
315,Roebourne,-20.7833,117.1333,88.23,71,46,7.25,AU,2022-02-25 15:39:12
316,Grand Gaube,-20.0064,57.6608,81.37,80,88,3.0,MU,2022-02-25 15:39:12
317,Kumluca,36.3703,30.2869,57.67,78,41,3.29,TR,2022-02-25 15:40:13
318,Port Hardy,50.6996,-127.4199,39.76,86,20,9.22,CA,2022-02-25 15:40:13
319,San Juan,-31.5375,-68.5364,81.99,28,0,4.09,AR,2022-02-25 15:38:12
320,Springside,55.6167,-4.6,46.4,81,75,11.5,GB,2022-02-25 15:40:14
321,Bassano,50.7834,-112.4685,10.96,77,1,5.86,CA,2022-02-25 15:40:14
322,Lorengau,-2.0226,147.2712,79.92,84,98,12.26,PG,2022-02-25 15:40:15
323,Kristiansund,63.1115,7.732,35.65,93,40,4.61,NO,2022-02-25 15:40:15
324,Chacabuco,-34.6417,-60.4739,88.52,19,0,5.28,AR,2022-02-25 15:40:15
325,Cabo San Lucas,22.8909,-109.9124,67.51,83,40,3.44,MX,2022-02-25 15:36:11
326,Poddorye,57.4695,31.1156,34.7,92,100,11.92,RU,2022-02-25 15:40:16
327,Kamina,-8.7386,24.9906,70.52,86,57,1.92,CD,2022-02-25 15:40:16
328,Machado,-21.6747,-45.9197,80.26,65,52,4.92,BR,2022-02-25 15:40:17
329,Pacific Grove,36.6177,-121.9166,46.98,69,0,3.44,US,2022-02-25 15:40:17
330,Langenburg,49.2544,9.8458,41.09,84,75,13.8,DE,2022-02-25 15:40:18
331,Manicore,-5.8092,-61.3003,75.4,97,100,1.77,BR,2022-02-25 15:40:18
332,Eyl,7.9803,49.8164,77.31,78,9,13.47,SO,2022-02-25 15:40:18
333,Asfi,32.2994,-9.2372,64.31,85,87,13.67,MA,2022-02-25 15:40:19
334,Samarai,-10.6167,150.6667,80.92,82,100,13.31,PG,2022-02-25 15:40:19
335,Airai,-8.9266,125.4092,60.1,93,100,2.55,TL,2022-02-25 15:40:19
336,Svetlogorsk,52.6333,29.7333,37.72,82,100,8.59,BY,2022-02-25 15:40:20
337,Quatre Cocos,-20.2078,57.7625,81.09,87,85,8.08,MU,2022-02-25 15:40:20
338,Christchurch,-43.5333,172.6333,59.92,84,17,4.61,NZ,2022-02-25 15:37:26
339,Pisco,-13.7,-76.2167,71.65,78,40,6.91,PE,2022-02-25 15:40:22
340,Rumphi,-11.0186,33.8575,68.2,93,92,1.81,MW,2022-02-25 15:40:23
341,Srednekolymsk,67.45,153.6833,-17.3,98,100,4.7,RU,2022-02-25 15:40:23
342,Finschhafen,-6.6024,147.8681,80.49,81,100,7.61,PG,2022-02-25 15:40:24
343,Nagykata,47.4151,19.7441,49.06,47,97,16.11,HU,2022-02-25 15:40:24
344,San Patricio,28.017,-97.5169,39.83,72,100,14.34,US,2022-02-25 15:40:25
345,Nishihara,26.1842,127.7558,56.48,80,20,5.75,JP,2022-02-25 15:40:25
346,Santo Domingo,18.5001,-69.9886,80.28,72,40,11.5,DO,2022-02-25 15:40:25
347,Herat,34.5,62.0,48.97,49,2,6.91,AF,2022-02-25 15:40:26
348,Gamba,-2.65,10.0,83.82,71,52,10.33,GA,2022-02-25 15:40:26
349,Suluq,31.6682,20.2521,57.22,59,3,9.78,LY,2022-02-25 15:40:26
350,Kansanshi,-12.0951,26.4273,67.21,91,90,3.06,ZM,2022-02-25 15:40:27
351,Les Cayes,18.2,-73.75,81.88,55,40,3.89,HT,2022-02-25 15:40:27
352,San Quintin,30.4833,-115.95,54.37,41,2,2.04,MX,2022-02-25 15:40:27
353,Maniago,46.1706,12.7078,53.38,60,75,5.75,IT,2022-02-25 15:40:28
354,Port-Gentil,-0.7193,8.7815,89.56,66,20,10.36,GA,2022-02-25 15:40:28
355,Armidale,-30.5167,151.65,59.81,96,100,10.29,AU,2022-02-25 15:40:28
356,Kahului,20.8947,-156.47,73.85,77,0,6.91,US,2022-02-25 15:40:29
357,Kondinskoye,59.6481,67.41,16.14,93,98,9.28,RU,2022-02-25 15:40:29
358,Havelock,34.8791,-76.9013,75.06,87,40,17.27,US,2022-02-25 15:40:29
359,Porto Torres,40.835,8.3972,55.58,57,67,19.01,IT,2022-02-25 15:40:30
360,Mangrol,21.1167,70.1167,72.27,72,0,10.94,IN,2022-02-25 15:40:30
361,Tabou,4.423,-7.3528,84.97,69,17,8.19,CI,2022-02-25 15:40:30
362,Quelimane,-17.8786,36.8883,85.95,74,40,9.22,MZ,2022-02-25 15:40:31
363,Camabatela,-8.1881,15.375,70.92,76,100,2.19,AO,2022-02-25 15:40:31
364,Novoomskiy,54.8415,73.3017,19.02,93,100,4.47,RU,2022-02-25 15:40:31
365,Bubaque,11.2833,-15.8333,75.78,71,12,16.15,GW,2022-02-25 15:41:32
366,Altay,47.8667,88.1167,16.74,68,62,6.87,CN,2022-02-25 15:41:32
367,Makakilo City,21.3469,-158.0858,72.28,75,20,5.75,US,2022-02-25 15:41:32
368,Auki,-8.7676,160.7034,78.33,86,97,6.82,SB,2022-02-25 15:41:33
369,Agadir,30.4202,-9.5982,72.05,58,96,6.76,MA,2022-02-25 15:41:33
370,Port Lincoln,-34.7333,135.8667,62.1,79,7,15.17,AU,2022-02-25 15:41:34
371,Ondjiva,-17.0667,15.7333,84.34,39,61,6.67,AO,2022-02-25 15:41:34
372,Andenes,69.3143,16.1194,26.58,86,75,18.41,NO,2022-02-25 15:41:34
373,Nassau,40.7507,-73.5829,34.45,81,100,8.05,US,2022-02-25 15:41:35
374,Sao Felix Do Xingu,-6.6447,-51.995,89.58,53,56,4.47,BR,2022-02-25 15:41:35
375,Belmonte,-15.8631,-38.8828,88.3,69,41,5.03,BR,2022-02-25 15:41:35
376,Te Anau,-45.4167,167.7167,53.65,70,98,0.6,NZ,2022-02-25 15:41:36
377,Batouri,4.4333,14.3667,96.13,9,50,4.34,CM,2022-02-25 15:41:36
378,Chesma,53.8111,60.6533,11.95,92,7,3.89,RU,2022-02-25 15:41:36
379,Lagoa,39.05,-27.9833,58.87,66,60,19.57,PT,2022-02-25 15:41:37
380,Nikolayevskaya,47.6139,41.5023,42.89,64,100,13.4,RU,2022-02-25 15:41:37
381,Teya,60.3778,92.6267,20.1,97,100,3.98,RU,2022-02-25 15:41:37
382,Markapur,15.7333,79.2833,71.83,60,19,4.85,IN,2022-02-25 15:41:38
383,Himeji,34.8167,134.7,46.33,69,0,4.97,JP,2022-02-25 15:36:42
384,Saint George,37.1041,-113.5841,33.35,74,0,3.44,US,2022-02-25 15:36:41
385,Mareeba,-17.0,145.4333,73.44,93,20,3.36,AU,2022-02-25 15:41:38
386,Muncar,-8.4333,114.3333,75.65,92,89,4.25,ID,2022-02-25 15:41:39
387,Nesna,66.1967,13.0213,33.91,61,100,26.08,NO,2022-02-25 15:41:39
388,Bilibino,68.0546,166.4372,12.42,88,100,0.81,RU,2022-02-25 15:41:39
389,Alexandroupoli,40.8475,25.8744,53.33,46,20,6.91,GR,2022-02-25 15:41:40
390,Baglung,28.2719,83.5898,50.56,85,60,3.04,NP,2022-02-25 15:41:40
391,Nantucket,41.2835,-70.0995,36.14,92,100,23.89,US,2022-02-25 15:37:39
392,Mayna,54.1135,47.6231,27.66,85,100,11.59,RU,2022-02-25 15:41:41
